시도교육청코드,시도교육청명,행정표준코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일자
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230308,798.00,참치마요구운주먹밥  (1.2.5.6.16.)<br/>볼어묵국  (1.5.6.7.13.18.)<br/>근대된장무침(자율)  (5.6.)<br/>모듬튀김&케첩  (1.2.5.6.9.10.12.13.16.18.)<br/>배추김치  (9.13.)<br/>자몽허니블랙티  <br/>로제떡볶이  (1.2.5.6.10.13.15.16.18.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>비고 : 어묵:수입/ 참치:원양/ 새우:베트남,931.4 Kcal,탄수화물(g) : 145.9<br/>단백질(g) : 27.2<br/>지방(g) : 27.9<br/>비타민A(R.E) : 215.7<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 49.0<br/>칼슘(mg) : 321.4<br/>철분(mg) : 10.6,20230315
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230309,798.00,친환경흑미밥  <br/>들깨수제비  (5.6.)<br/>교자만두찜&양념장  (1.5.6.10.13.16.18.)<br/>매콤달걀조림  (1.2.5.6.13.18.)<br/>녹두전  (1.5.6.10.13.)<br/>석박지  (9.13.)<br/>붕어떡&연유시럽  (2.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산,849.1 Kcal,탄수화물(g) : 125.8<br/>단백질(g) : 33.9<br/>지방(g) : 23.0<br/>비타민A(R.E) : 202.0<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 1.1<br/>비타민C(mg) : 3.9<br/>칼슘(mg) : 291.6<br/>철분(mg) : 12.0,20230316
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230310,798.00,추가밥  <br/>제주고기국수  (1.2.5.6.10.13.15.16.)<br/>매생이전&양념장  (5.6.13.)<br/>우도땅콩멸치볶음  (4.5.6.13.)<br/>갈치구이  (5.6.13.)<br/>배추김치  (9.13.)<br/>감귤유과  (5.13.)<br/>한라봉  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>갈치 : 세네갈,843.2 Kcal,탄수화물(g) : 134.7<br/>단백질(g) : 37.4<br/>지방(g) : 16.0<br/>비타민A(R.E) : 80.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 47.8<br/>칼슘(mg) : 290.1<br/>철분(mg) : 5.7,20230317
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230313,798.00,칼슘강화기장밥  <br/>조랭이떡국/김가루  (1.5.6.13.)<br/>돌나물초회  (5.6.13.)<br/>사과  <br/>오리주물럭  (5.6.13.)<br/>부쳐먹는햄전  (1.2.5.6.10.12.)<br/>배추김치  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>오리고기 : 국내산<br/>돼지고기 식육가공품 : 국내산,773.8 Kcal,탄수화물(g) : 115.7<br/>단백질(g) : 28.7<br/>지방(g) : 24.0<br/>비타민A(R.E) : 280.7<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 27.4<br/>칼슘(mg) : 145.9<br/>철분(mg) : 4.0,20230320
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230314,798.00,짬뽕국  (5.6.9.13.17.18.)<br/>레몬크림깐쇼새우  (1.2.5.6.9.13.15.)<br/>청경채&두반장소스  (5.6.12.13.18.)<br/>마파두부덮밥  (5.6.10.12.13.)<br/>배추김치  (9.13.)<br/>포도  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>오징어 : 국내산<br/>두부 : 두부:수입<br/>비고 : 홍합:국산/새우: 베트남,642.2 Kcal,탄수화물(g) : 89.5<br/>단백질(g) : 29.6<br/>지방(g) : 22.4<br/>비타민A(R.E) : 1934.1<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 24.4<br/>칼슘(mg) : 243.6<br/>철분(mg) : 17.3,20230321
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230315,798.00,친환경차수수밥  <br/>육개장  (1.16.)<br/>알감자조림  (5.6.13.)<br/>도토리묵무침  (5.6.13.)<br/>유린가자미  (3.5.6.13.15.)<br/>석박지  (9.13.)<br/>요거트음료  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>비고 : 가자미:미국,800.4 Kcal,탄수화물(g) : 146.6<br/>단백질(g) : 36.6<br/>지방(g) : 11.0<br/>비타민A(R.E) : 190.4<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 31.4<br/>칼슘(mg) : 237.9<br/>철분(mg) : 4.5,20230322
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230316,798.00,친환경잡곡밥  (5.)<br/>물떡어묵국  (1.5.6.7.13.18.)<br/>봄동나물  (5.6.13.)<br/>치즈불닭  (2.5.6.13.15.)<br/>오꼬노미야끼  (1.2.5.6.10.12.13.)<br/>배추김치  (9.13.)<br/>모닝마늘빵  (1.2.5.6.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 국내산<br/>오징어 : 국내산<br/>비고 : 어묵:수입,912.3 Kcal,탄수화물(g) : 136.2<br/>단백질(g) : 51.3<br/>지방(g) : 22.0<br/>비타민A(R.E) : 454.1<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 24.8<br/>칼슘(mg) : 350.5<br/>철분(mg) : 3.9,20230323
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230317,798.00,카레라이스  (2.5.6.10.13.)<br/>미소국  (5.6.13.)<br/>타워함박스테이크  (1.2.5.6.10.12.13.15.16.)<br/>배추김치  (9.13.)<br/>오렌지망고주스  <br/>귤샐러드(발사믹D)  (5.6.12.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>두부 : 수입,886.5 Kcal,탄수화물(g) : 125.4<br/>단백질(g) : 37.5<br/>지방(g) : 30.0<br/>비타민A(R.E) : 339.8<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 34.8<br/>칼슘(mg) : 335.5<br/>철분(mg) : 10.0,20230324
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230320,798.00,칼슘강화기장밥  <br/>콩나물김치국  (5.9.13.)<br/>양배추쌈/쌈장  (5.6.13.)<br/>연두부&양념장  (5.6.13.)<br/>무생채  (13.)<br/>돼지불백  (5.6.10.12.13.)<br/>미니슈크림파이  (1.2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>두부 : 국내산,833.1 Kcal,탄수화물(g) : 123.2<br/>단백질(g) : 51.4<br/>지방(g) : 12.5<br/>비타민A(R.E) : 89.8<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 16.0<br/>칼슘(mg) : 250.1<br/>철분(mg) : 4.7,20230327
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230321,798.00,참치김치덮밥  (5.9.13.)<br/>유부된장국  (5.6.13.)<br/>스크램블드에그  (1.5.13.)<br/>깍두기  (9.13.)<br/>또띠아피자  (2.5.6.10.12.13.)<br/>양배추샐러드&사우전D  (1.2.5.6.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>비고 : 참치:원양,783.9 Kcal,탄수화물(g) : 104.9<br/>단백질(g) : 37.5<br/>지방(g) : 22.9<br/>비타민A(R.E) : 159.5<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 12.1<br/>칼슘(mg) : 460.1<br/>철분(mg) : 5.6,20230328
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230322,798.00,친환경보리밥  <br/>햄찌개  (2.5.6.9.10.13.)<br/>돈육메추리알조림  (1.5.6.10.13.)<br/>진미채고추장볶음  (5.6.13.17.)<br/>삼치데리야끼  (5.6.13.)<br/>콘치즈크루아상  (1.2.5.6.10.12.13.)<br/>백김치  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>비고 : 삼치:국산,931.7 Kcal,탄수화물(g) : 92.0<br/>단백질(g) : 61.3<br/>지방(g) : 35.3<br/>비타민A(R.E) : 104.9<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 11.2<br/>칼슘(mg) : 332.2<br/>철분(mg) : 6.6,20230329
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230323,798.00,친환경현미밥  <br/>비빔국수  (2.5.6.9.13.16.18.)<br/>시금치된장국  (5.6.9.13.)<br/>보쌈  (5.6.10.)<br/>무말랭이장아찌  (13.)<br/>배추김치  (9.13.)<br/>우리쌀식혜*  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산,795.3 Kcal,탄수화물(g) : 106.7<br/>단백질(g) : 53.0<br/>지방(g) : 19.1<br/>비타민A(R.E) : 453.1<br/>티아민(mg) : 1.4<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 20.5<br/>칼슘(mg) : 210.5<br/>철분(mg) : 9.6,20230330
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230324,798.00,추가밥  <br/>김치어묵우동(대)  (1.5.6.9.13.)<br/>새송이버섯전  (1.5.6.13.)<br/>올방개묵김치무침  (9.)<br/>파채닭강정  (1.2.5.6.12.)<br/>깍두기  (9.13.)<br/>토마토  (12.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 식육가공품 : 국내산<br/>비고 : 어묵:수입,792.2 Kcal,탄수화물(g) : 136.3<br/>단백질(g) : 30.9<br/>지방(g) : 13.0<br/>비타민A(R.E) : 119.0<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 13.7<br/>칼슘(mg) : 199.8<br/>철분(mg) : 3.3,20230331
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230327,798.00,칼슘강화기장밥  <br/>얼갈이된장국  (5.6.13.)<br/>야채달걀찜  (1.9.13.)<br/>콩나물무침  (5.)<br/>대패삼겹고추장볶음  (5.6.10.13.)<br/>배추김치  (9.13.)<br/>후렌치파이  (1.2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산,810.3 Kcal,탄수화물(g) : 100.3<br/>단백질(g) : 40.1<br/>지방(g) : 29.9<br/>비타민A(R.E) : 343.7<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.9<br/>비타민C(mg) : 11.7<br/>칼슘(mg) : 246.7<br/>철분(mg) : 5.0,20230403
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230328,798.00,감자옹심이  (1.5.6.13.17.)<br/>풋마늘오징어무침  (5.6.13.17.)<br/>곤드레나물밥&양념장  (5.6.13.)<br/>코다리강정  (1.5.6.12.13.)<br/>배추김치  (9.13.)<br/>조각파인애플  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>오징어 : 국내산<br/>명태 수산가공품 : 러시아,773.4 Kcal,탄수화물(g) : 132.8<br/>단백질(g) : 37.3<br/>지방(g) : 10.6<br/>비타민A(R.E) : 220.6<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 26.1<br/>칼슘(mg) : 270.4<br/>철분(mg) : 3.9,20230404
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230329,798.00,새우야채볶음밥  (2.5.6.9.10.13.)<br/>들깨무채국  (5.6.)<br/>오이달래무침  (13.)<br/>도시락김  (13.)<br/>배추김치  (9.13.)<br/>레몬맛젤리  <br/>치킨스낵랩  (1.2.5.6.15.16.18.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 식육가공품 : 국내산<br/>비고 : 새우:베트남,782.9 Kcal,탄수화물(g) : 145.3<br/>단백질(g) : 26.6<br/>지방(g) : 13.5<br/>비타민A(R.E) : 243.9<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 25.1<br/>칼슘(mg) : 157.9<br/>철분(mg) : 3.9,20230405
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230330,798.00,친환경잡곡밥  (5.)<br/>돈육감자탕  (5.6.10.13.16.)<br/>두부조림(돈육다짐)  (5.6.10.13.)<br/>찜닭(납작당면)_정육  (5.6.13.15.)<br/>오이고추된장무침  (5.6.13.)<br/>사과  <br/>석박지  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>두부 : 수입,798.3 Kcal,탄수화물(g) : 124.0<br/>단백질(g) : 55.6<br/>지방(g) : 12.6<br/>비타민A(R.E) : 415.6<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 1.1<br/>비타민C(mg) : 20.6<br/>칼슘(mg) : 210.2<br/>철분(mg) : 6.3,20230406
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230331,798.00,추가밥  <br/>스파게티  (1.2.5.6.10.12.13.)<br/>온두부&김치볶음  (5.9.13.)<br/>자두맛음료  (2.5.)<br/>오이피클  (13.)<br/>돈까스샐러드(허니소스)  (1.5.6.10.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산,863.1 Kcal,탄수화물(g) : 154.4<br/>단백질(g) : 29.7<br/>지방(g) : 20.3<br/>비타민A(R.E) : 281.9<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 103.1<br/>칼슘(mg) : 276.5<br/>철분(mg) : 4.4,20230407
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230403,797.00,칼슘강화기장밥  <br/>북어미역국  (5.6.13.)<br/>양배추쌈/쌈장  (5.6.13.)<br/>돈육고추장불고기  (5.6.10.13.)<br/>배추김치  (9.13.)<br/>꿀떡  (5.13.)<br/>단호박샐러드(완)  (1.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>명태 : 러시아,827.6 Kcal,탄수화물(g) : 126.8<br/>단백질(g) : 49.7<br/>지방(g) : 15.4<br/>비타민A(R.E) : 257.1<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 29.6<br/>칼슘(mg) : 177.4<br/>철분(mg) : 4.0,20230410
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230404,797.00,콩나물밥/양념장  (5.6.13.16.)<br/>해물순두부찌개  (5.6.9.13.17.18.)<br/>깻잎지  (13.)<br/>망고야채샐러드  (1.2.5.6.12.13.)<br/>생선까스&콘소스   (1.5.6.13.)<br/>배추김치  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>오징어 : 국내산<br/>명태 수산가공품 : 러시아,747.2 Kcal,탄수화물(g) : 102.4<br/>단백질(g) : 30.9<br/>지방(g) : 27.0<br/>비타민A(R.E) : 208.7<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 14.0<br/>칼슘(mg) : 245.4<br/>철분(mg) : 5.4,20230411
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230405,797.00,친환경현미밥  <br/>우거지해장국  (5.6.16.)<br/>찜닭(납작당면)_정육  (5.6.13.15.)<br/>오이부추무침  (13.)<br/>오징어김치전(완)  (1.2.5.6.17.)<br/>배추김치  (9.13.)<br/>케이크  (1.2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(육우)<br/>닭고기 : 국내산<br/>오징어 : 국내산,790.9 Kcal,탄수화물(g) : 112.5<br/>단백질(g) : 49.2<br/>지방(g) : 10.2<br/>비타민A(R.E) : 260.4<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 1.0<br/>비타민C(mg) : 16.2<br/>칼슘(mg) : 207.1<br/>철분(mg) : 5.8,20230412
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230406,797.00,친환경보리밥  <br/>고기/김치만두국  (1.5.6.10.13.16.18.)<br/>두부쑥갓나물  (5.)<br/>햄어묵볶음  (1.2.5.6.10.13.15.16.)<br/>고등어양념구이  (5.6.7.13.)<br/>총각김치  (9.13.)<br/>생크림크로플  (1.2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>고등어 : 국내산<br/>두부 : 수입<br/>비고 : 어묵: 어육수입,800.1 Kcal,탄수화물(g) : 111.6<br/>단백질(g) : 36.9<br/>지방(g) : 24.5<br/>비타민A(R.E) : 326.2<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 7.8<br/>칼슘(mg) : 212.7<br/>철분(mg) : 12.8,20230413
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230407,797.00,김가루밥  (13.)<br/>미니우동  (1.2.5.6.9.13.)<br/>꼬들단무지무침  <br/>옹심이떡볶이  (1.2.5.6.13.17.)<br/>김말이  (1.5.6.)<br/>배추김치  (9.13.)<br/>청포도*  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>비고 : 어묵: 어육수입,871.3 Kcal,탄수화물(g) : 148.0<br/>단백질(g) : 19.2<br/>지방(g) : 22.6<br/>비타민A(R.E) : 181.3<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 19.2<br/>칼슘(mg) : 191.0<br/>철분(mg) : 10.6,20230414
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230410,797.00,칼슘강화기장밥  <br/>우렁된장찌개  (5.6.13.)<br/>보쌈  (5.6.10.)<br/>콩나물무침  (5.)<br/>비빔당면  (1.5.6.8.13.)<br/>보쌈김치  (9.13.)<br/>쌈장  <br/>키위  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>두부 : 수입<br/>비고 : 우렁살 : 국내산,784.4 Kcal,탄수화물(g) : 115.3<br/>단백질(g) : 58.6<br/>지방(g) : 13.7<br/>비타민A(R.E) : 353.4<br/>티아민(mg) : 1.3<br/>리보플라빈(mg) : 1.0<br/>비타민C(mg) : 48.4<br/>칼슘(mg) : 398.1<br/>철분(mg) : 10.9,20230417
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230411,797.00,고추참치볶음밥  (1.5.6.9.12.13.)<br/>팽이버섯된장국  (5.6.13.)<br/>미나리초무침  (5.6.13.)<br/>건새우마늘쫑볶음  (5.6.9.13.)<br/>스크램블드에그  (1.5.13.)<br/>빌소시지구이&머스타드s  (1.2.5.6.10.13.)<br/>배추김치  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>두부 : 수입<br/>비고 : 참치:원양산/ 건새우:국내산,722.3 Kcal,탄수화물(g) : 101.5<br/>단백질(g) : 40.9<br/>지방(g) : 21.2<br/>비타민A(R.E) : 380.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 15.1<br/>칼슘(mg) : 314.7<br/>철분(mg) : 10.0,20230418
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230412,797.00,카레라이스  (2.5.6.10.13.)<br/>파송송달걀국  (1.13.)<br/>실곤약야채무침(초)  (5.6.13.)<br/>장각구이  (2.5.6.12.13.15.18.)<br/>배추김치  (9.13.)<br/>토마토카프레제  (2.5.6.12.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>닭고기 : 국내산,646.9 Kcal,탄수화물(g) : 87.8<br/>단백질(g) : 40.1<br/>지방(g) : 20.8<br/>비타민A(R.E) : 345.8<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 17.0<br/>칼슘(mg) : 388.9<br/>철분(mg) : 4.5,20230419
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230413,797.00,친환경잡곡밥  (5.)<br/>닭곰탕  (5.8.13.15.)<br/>두부조림  (5.6.13.)<br/>궁채나물들깨볶음  (5.)<br/>가자미순살튀김  (5.6.13.)<br/>석박지  (9.13.)<br/>도너츠  (2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 국내산<br/>두부 : 수입<br/>비고 : 가자미: 미국산,741.0 Kcal,탄수화물(g) : 98.6<br/>단백질(g) : 46.8<br/>지방(g) : 17.7<br/>비타민A(R.E) : 55.7<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 5.9<br/>칼슘(mg) : 202.8<br/>철분(mg) : 4.1,20230420
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230414,797.00,추가밥  <br/>자장면  (1.2.5.6.10.13.)<br/>짬뽕국  (5.6.9.13.17.18.)<br/>짜사이무침  (5.6.13.)<br/>탕수육&후르츠소스   (1.5.6.10.11.12.13.)<br/>배추김치  (9.13.)<br/>조각파인애플  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>오징어 : 국내산<br/>비고 : 홍합 : 국내산,876.8 Kcal,탄수화물(g) : 143.6<br/>단백질(g) : 32.5<br/>지방(g) : 23.7<br/>비타민A(R.E) : 302.4<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 1.9<br/>비타민C(mg) : 54.0<br/>칼슘(mg) : 314.8<br/>철분(mg) : 10.9,20230421
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230417,797.00,칼슘강화기장밥  <br/>순대국  (6.10.13.16.)<br/>청경채나물  <br/>볶음낙지소면  (5.6.9.13.)<br/>동그랑땡&케첩  (1.2.5.6.10.12.15.16.18.)<br/>배추김치  (9.13.)<br/>오렌지  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>낙지 : 베트남,805.6 Kcal,탄수화물(g) : 117.2<br/>단백질(g) : 48.0<br/>지방(g) : 16.6<br/>비타민A(R.E) : 311.1<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.9<br/>비타민C(mg) : 39.8<br/>칼슘(mg) : 228.4<br/>철분(mg) : 8.7,20230424
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230418,797.00,깍두기볶음밥  (5.6.9.13.)<br/>미소국  (5.6.13.)<br/>브로컬리/오징어숙회&초장  (5.6.13.)<br/>온두부&김치볶음  (5.9.13.)<br/>회오리감자  (5.6.13.)<br/>조각메론  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>오징어 : 국내산<br/>두부 : 수입,628.8 Kcal,탄수화물(g) : 101.6<br/>단백질(g) : 38.0<br/>지방(g) : 12.5<br/>비타민A(R.E) : 280.3<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 22.2<br/>칼슘(mg) : 234.1<br/>철분(mg) : 8.5,20230425
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230419,797.00,친환경흑미밥  <br/>얼큰동태탕  (5.6.13.)<br/>단호박묵무침  (5.6.13.)<br/>제육볶음  (5.6.10.13.)<br/>고구마치즈고로케  (1.5.6.10.13.)<br/>배추김치  (9.13.)<br/>샐러드주스  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 : 국내산<br/>명태 : 국내산<br/>두부 : 수입,709.5 Kcal,탄수화물(g) : 100.1<br/>단백질(g) : 46.8<br/>지방(g) : 9.2<br/>비타민A(R.E) : 759.7<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 15.9<br/>칼슘(mg) : 248.4<br/>철분(mg) : 6.6,20230426
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230420,797.00,순살양념치밥  (5.6.12.13.15.)<br/>고명유부국  (1.5.6.9.13.)<br/>시금치나물  <br/>매운어묵볶음  (1.5.6.13.)<br/>떡갈비&소스  (1.2.5.6.7.10.12.13.)<br/>배추김치  (9.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>비고 : 어묵: 어육수입,844.5 Kcal,탄수화물(g) : 90.9<br/>단백질(g) : 62.2<br/>지방(g) : 29.5<br/>비타민A(R.E) : 496.6<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 19.4<br/>칼슘(mg) : 213.5<br/>철분(mg) : 4.8,20230427
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230428,797.00,친환경흑미밥  <br/>김치파스타  (1.2.5.6.9.10.13.15.16.)<br/>얼큰콩나물국  (5.13.)<br/>달걀찜  (1.)<br/>미니돈가스&파채  (1.2.5.6.10.12.13.)<br/>깍두기  (9.13.)<br/>후레쉬업(레몬&라임)  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>돼지고기 식육가공품 : 국내산,973.7 Kcal,탄수화물(g) : 158.5<br/>단백질(g) : 40.1<br/>지방(g) : 17.7<br/>비타민A(R.E) : 133.8<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 23.1<br/>칼슘(mg) : 207.8<br/>철분(mg) : 5.5,20230505
B10,서울특별시교육청,7010073,당곡고등학교,2,중식,20230502,555.00,치킨버거  (1.2.5.6.12.13.15.)<br/>나쵸샐러드  (1.2.5.6.12.13.)<br/>감자버터구이  (2.13.)<br/>삼색피클  (13.18.)<br/>시리얼/흰우유  (2.5.6.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>닭고기 식육가공품 : 국내산,725.9 Kcal,탄수화물(g) : 89.5<br/>단백질(g) : 27.6<br/>지방(g) : 33.3<br/>비타민A(R.E) : 894.0<br/>티아민(mg) : 1.7<br/>리보플라빈(mg) : 1.3<br/>비타민C(mg) : 69.0<br/>칼슘(mg) : 290.5<br/>철분(mg) : 4.5,20230509
